ID,SIREID,DAMID,YR,GR,SEX
821955,0,0,82,5,2
821995,0,0,82,5,2
822055,0,0,82,5,2
822090,0,0,82,0,2
822100,0,0,82,0,2
822150,0,0,82,0,2
822160,0,0,82,0,2
822270,0,0,82,0,2
822350,0,0,82,0,2
822661,0,0,82,1,2
822690,0,0,82,0,2
822710,0,0,82,0,2
822720,0,0,82,0,2
822800,0,0,82,0,1
822920,0,0,82,0,2
822950,0,0,82,0,2
823110,0,0,82,0,2
823205,0,0,82,5,2
823220,0,0,82,0,1
823341,0,0,82,1,2
823385,0,0,82,5,2
823911,0,0,82,1,2
824030,0,0,82,0,1
824250,0,0,82,0,2
824260,0,0,82,0,2
824570,0,0,82,0,2
824780,0,0,82,0,2
830295,0,0,83,5,2
830300,0,0,83,0,2
830321,0,0,83,1,2
830365,0,0,83,5,2
830410,0,0,83,0,2
830540,0,0,83,0,1
830560,0,0,83,0,2
830561,0,0,83,1,2
830570,0,0,83,0,2
830630,0,0,83,0,2
830641,0,0,83,1,2
830710,0,0,83,0,2
830750,0,0,83,0,2
830800,0,0,83,0,2
830810,0,0,83,0,2
830840,0,0,83,0,1
830880,0,0,83,0,2
830890,0,0,83,0,2
830900,0,0,83,0,2
831301,0,0,83,1,2
831321,0,0,83,1,2
831390,0,0,83,0,2
831410,0,0,83,0,2
831470,0,0,83,0,2
831565,0,0,83,5,2
831600,0,0,83,0,2
831680,0,0,83,0,2
831725,0,0,83,5,2
831741,0,0,83,1,2
831750,0,0,83,0,1
831770,0,0,83,0,2
831780,0,0,83,0,2
831880,0,0,83,0,2
831901,0,0,83,1,2
832030,0,0,83,0,2
832140,0,0,83,0,1
832180,0,0,83,0,2
832181,0,0,83,1,2
832195,0,0,83,5,2
832260,0,0,83,0,2
832322,0,0,83,2,2
832345,0,0,83,5,2
832540,0,0,83,0,2
832570,0,0,83,0,1
832571,0,0,83,1,2
832620,0,0,83,0,2
832720,0,0,83,0,2
832730,0,0,83,0,2
832755,0,0,83,5,2
832795,0,0,83,5,2
832830,0,0,83,0,2
832990,0,0,83,0,1
833060,0,0,83,0,2
833090,0,0,83,0,2
833210,0,0,83,0,2
833400,0,0,83,0,2
833510,0,0,83,0,2
833520,0,0,83,0,2
833840,0,0,83,0,2
833940,0,0,83,0,2
834030,0,0,83,0,1
834090,0,0,83,0,2
834290,0,0,83,0,2
834710,0,0,83,0,2
834711,0,0,83,1,2
834780,0,0,83,0,2
834840,0,0,83,0,2
834981,0,0,83,1,2
834990,0,0,83,0,2
835120,0,0,83,0,2
835260,0,0,83,0,1
835261,0,0,83,1,2
840040,0,0,84,0,2
840050,0,0,84,0,2
840052,0,0,84,2,2
840109,0,0,84,9,2
840125,0,0,84,5,2
840160,0,0,84,0,2
840481,0,0,84,1,2
840490,0,0,84,0,2
840516,0,0,84,6,2
840519,0,0,84,9,2
840605,0,0,84,5,2
840650,0,0,84,0,1
840651,0,0,84,1,2
840720,0,0,84,0,2
840740,0,0,84,0,2
840759,0,0,84,9,2
840890,0,0,84,0,2
840900,0,0,84,0,2
840902,0,0,84,2,2
840940,0,0,84,0,2
840950,0,0,84,0,2
840960,0,0,84,0,2
841005,0,0,84,5,2
841090,0,0,84,0,2
841115,0,0,84,5,2
841149,0,0,84,9,2
841221,0,0,84,1,2
841250,0,0,84,0,2
841320,0,0,84,0,2
841322,0,0,84,2,2
841340,0,0,84,0,2
841380,0,0,84,0,2
841440,0,0,84,0,2
841442,0,0,84,2,2
841495,0,0,84,5,2
841530,0,0,84,0,2
841620,0,0,84,0,2
841660,0,0,84,0,2
841725,0,0,84,5,2
841770,0,0,84,0,2
841840,0,0,84,0,2
841880,0,0,84,0,1
841881,0,0,84,1,2
841941,0,0,84,1,2
841985,0,0,84,5,2
842000,0,0,84,0,2
842090,0,0,84,0,2
842140,0,0,84,0,2
842150,0,0,84,0,2
842330,0,0,84,0,2
842410,0,0,84,0,2
842420,0,0,84,0,2
842460,0,0,84,0,2
842642,0,0,84,2,2
842685,0,0,84,5,2
842695,0,0,84,5,2
842750,0,0,84,0,2
842800,0,0,84,0,1
842801,0,0,84,1,2
842840,0,0,84,0,1
842841,0,0,84,1,2
842960,0,0,84,0,2
843010,0,0,84,0,1
843065,0,0,84,5,2
843085,0,0,84,5,2
843086,0,0,84,6,2
843095,0,0,84,5,2
843240,0,0,84,0,2
843305,0,0,84,5,2
843410,0,0,84,0,2
843530,0,0,84,0,1
843531,0,0,84,1,2
843610,0,0,84,0,2
843655,0,0,84,5,2
843740,0,0,84,0,2
843741,0,0,84,1,2
843770,0,0,84,0,2
843790,0,0,84,0,1
843975,0,0,84,5,2
843980,0,0,84,0,1
844045,0,0,84,5,2
844060,0,0,84,0,2
844070,0,0,84,0,2
844155,0,0,84,5,2
844165,0,0,84,5,2
844185,0,0,84,5,2
844341,0,0,84,1,2
844460,0,0,84,0,2
844502,0,0,84,2,2
844530,0,0,84,0,2
844610,0,0,84,0,2
844660,0,0,84,0,2
844730,0,0,84,0,2
844750,0,0,84,0,1
844821,0,0,84,1,2
844905,0,0,84,5,2
845190,0,0,84,0,2
845295,0,0,84,5,2
845340,0,0,84,0,2
850115,0,0,85,5,2
850120,832990,812120,85,0,2
850142,0,0,85,2,2
850180,821680,800270,85,0,2
850190,0,0,85,0,1
850200,832990,793270,85,0,2
850210,0,0,85,0,1
850260,823220,812380,85,0,2
850280,832990,830900,85,0,2
850395,0,0,85,5,2
850472,0,0,85,2,2
850476,0,0,85,6,2
850479,0,0,85,9,2
850545,0,0,85,5,2
850580,832140,802780,85,0,2
850590,831750,795400,85,0,2
850691,0,0,85,1,2
850800,832140,822350,85,0,2
850835,0,0,85,5,2
850845,0,0,85,5,2
850895,0,0,85,5,2
850950,831750,791670,85,0,2
850980,0,0,85,0,1
850990,830840,822090,85,0,2
851190,0,0,85,0,1
851231,0,0,85,1,2
851249,0,0,85,9,2
851350,821680,802880,85,0,2
851500,823220,812430,85,0,2
851510,830840,813900,85,0,2
851570,832990,814790,85,0,2
851580,832990,814790,85,0,2
851640,831750,821900,85,0,2
851720,834030,814460,85,0,2
851801,0,0,85,1,2
851990,822800,790790,85,0,2
852031,0,0,85,1,2
852041,0,0,85,1,2
852060,831750,812480,85,0,2
852063,0,0,85,3,2
852080,0,0,85,0,1
852090,0,0,85,0,2
852210,823220,803460,85,0,2
852310,830840,821060,85,0,2
852320,821680,830410,85,0,2
852340,0,0,85,0,1
852350,832990,821590,85,0,2
852460,831750,811820,85,0,2
852470,832990,792790,85,0,2
852550,822800,794120,85,0,2
852553,0,0,85,3,2
852571,0,0,85,1,2
852580,824030,821690,85,0,2
852615,0,0,85,5,2
852630,832140,800260,85,0,2
852690,0,0,85,0,2
852710,831750,794810,85,0,2
853280,832140,821800,85,0,2
853390,823220,814180,85,0,2
853435,0,0,85,5,2
853450,0,0,85,0,1
853460,0,0,85,0,1
853540,0,0,85,0,1
853545,0,0,85,5,2
853570,0,0,85,0,1
853660,831750,821520,85,0,2
853890,823220,832260,85,0,2
853995,0,0,85,5,2
854020,0,0,85,0,2
854021,0,0,85,1,2
854181,0,0,85,1,2
854285,0,0,85,5,2
854290,823220,830710,85,0,2
854340,822800,831770,85,0,2
854535,0,0,85,5,2
854540,830540,814510,85,0,2
854560,823220,813850,85,0,2
854810,824030,792090,85,0,2
854900,0,0,85,0,2
854910,0,0,85,0,1
854925,0,0,85,5,2
860032,843980,813900,86,2,1
860043,843980,813900,86,3,2
860052,843010,803080,86,2,1
860063,843010,803080,86,3,2
860072,832990,811020,86,2,2
860143,830840,800630,86,3,1
860153,830840,800630,86,3,1
860223,843980,804040,86,3,1
860233,843980,804040,86,3,1
860282,844750,814790,86,2,1
860292,844750,814790,86,2,1
860302,843980,800970,86,2,1
860312,843980,800970,86,2,2
860413,831750,803390,86,3,2
860423,831750,830880,86,3,2
860462,835260,804260,86,2,2
860513,832140,822720,86,3,2
860523,832140,822720,86,3,2
860612,843980,820810,86,2,2
860622,843980,820810,86,2,2
860642,843790,841620,86,2,2
860653,843790,841620,86,3,2
860663,832140,830800,86,3,2
860693,832990,843240,86,3,1
860722,830840,841770,86,2,1
860732,830840,841770,86,2,2
860763,832140,821750,86,3,1
860773,832990,814510,86,3,1
860783,832140,821750,86,3,2
860793,832990,814510,86,3,1
860813,843790,811820,86,3,1
860822,843790,811820,86,2,1
860853,830840,820830,86,3,1
860863,830840,820830,86,3,1
860872,830840,803600,86,2,1
860882,830840,803600,86,2,2
860963,843790,830300,86,3,2
860973,830840,804140,86,3,2
860982,840650,811830,86,2,1
861132,843010,802780,86,2,1
861142,843010,802780,86,2,2
861153,832990,800620,86,3,2
861333,830840,844070,86,3,1
861343,843790,821660,86,3,1
861352,843790,821660,86,2,2
861413,843790,812740,86,3,1
861423,843790,812740,86,3,1
861432,835260,810120,86,2,1
861452,843010,803260,86,2,1
861472,840650,800230,86,2,1
861482,840650,800230,86,2,1
861493,830840,804190,86,3,1
861503,843980,842140,86,3,1
861513,843790,821690,86,3,2
861643,843010,812850,86,3,1
861653,843010,812850,86,3,1
861713,831750,810620,86,3,1
861723,831750,810620,86,3,1
861732,835260,841530,86,2,2
861812,843980,831680,86,2,2
861853,832990,833090,86,3,2
861892,843790,843610,86,2,1
861902,843790,843610,86,2,1
861912,832990,841090,86,2,1
861923,843980,804230,86,3,2
861933,843980,804230,86,3,2
862012,832140,812380,86,2,1
862052,843010,821480,86,2,2
862062,843010,821480,86,2,2
862152,830840,830900,86,2,2
862163,832990,812120,86,3,2
862182,844750,831770,86,2,2
862192,844750,831770,86,2,2
862213,844750,822920,86,3,2
862232,832140,833940,86,2,1
862242,832140,833940,86,2,2
862262,835260,802230,86,2,2
862272,843980,824570,86,2,1
862293,843790,832620,86,3,2
862302,832140,823110,86,2,1
862312,832140,823110,86,2,1
862333,831750,810350,86,3,1
862352,832140,812430,86,2,1
862362,832140,812430,86,2,1
862412,840650,830630,86,2,2
862422,843790,814180,86,2,1
862433,843790,814180,86,3,2
862443,843010,812620,86,3,2
862482,830840,842330,86,2,1
862582,843010,831470,86,2,1
862592,843010,831470,86,2,2
862602,832140,841440,86,2,2
862763,843790,813770,86,3,1
862772,844750,804090,86,2,2
862832,844750,832540,86,2,1
862893,831750,821900,86,3,1
862902,831750,821900,86,2,2
862943,832140,821800,86,3,2
862953,832140,821800,86,3,1
862963,844750,801920,86,3,2
863012,840650,802620,86,2,2
863022,831750,834990,86,2,1
863042,843010,803460,86,2,2
863052,831750,834990,86,2,1
863103,843980,800270,86,3,1
863112,840650,830570,86,2,1
863132,830840,812220,86,2,2
863143,832990,821060,86,3,2
863163,830840,822150,86,3,2
863173,830840,822150,86,3,2
863182,843010,822690,86,2,1
863192,843010,822690,86,2,1
863293,832140,821910,86,3,2
863303,832140,821910,86,3,2
863313,832140,834840,86,3,1
863323,843790,840050,86,3,2
863333,831750,824780,86,3,1
863382,832990,815080,86,2,2
863413,832990,833400,86,3,2
863422,840650,845190,86,2,2
863442,843980,814410,86,2,2
863453,831750,800480,86,3,1
863463,831750,844660,86,3,1
863472,832140,844730,86,2,2
863563,832990,822100,86,3,2
863593,843790,800260,86,3,2
863613,844750,831410,86,3,2
863643,830840,802660,86,3,1
863693,832990,821170,86,3,1
863723,832140,831600,86,3,1
863753,843010,841340,86,3,1
863762,843980,831880,86,2,1
863773,843010,841320,86,3,1
863783,843010,841320,86,3,1
863792,844750,840720,86,2,2
863832,831750,832830,86,2,2
863842,831750,832830,86,2,2
863853,843010,801180,86,3,2
863893,832140,822710,86,3,2
863912,840650,833510,86,2,1
864043,843980,832720,86,3,1
864063,843790,832030,86,3,1
864133,844750,840040,86,3,2
864162,843790,843770,86,2,1
864203,831750,841380,86,3,2
864223,843010,800020,86,3,1
864232,830840,822090,86,2,2
864242,830840,822090,86,2,2
864252,843980,821070,86,2,1
864272,843980,830410,86,2,1
864292,830840,813470,86,2,1
864302,830840,813470,86,2,2
864352,844750,844060,86,2,2
864383,843010,811340,86,3,1
864392,843010,811340,86,2,1
864412,843010,830710,86,2,1
864422,843530,830560,86,2,1
864432,843530,830560,86,2,2
864493,830840,840490,86,3,2
864532,843530,834710,86,2,1
864542,843530,834710,86,2,2
864553,843010,820900,86,3,1
864563,843010,820900,86,3,2
864622,843790,843410,86,2,1
864642,843010,833060,86,2,1
864672,832990,820680,86,2,1
864682,832990,820680,86,2,2
864693,831750,840940,86,3,1
864703,831750,812480,87,3,2
864713,843790,840950,86,3,2
864722,844750,835120,86,2,1
864732,835260,844460,86,2,1
864762,844750,830890,86,2,1
864772,844750,830890,86,2,2
864803,831750,820570,86,3,1
864862,832140,813850,86,2,1
864872,832140,813850,86,2,1
864952,831750,810030,86,2,2
864963,831750,810030,86,3,2
864973,831750,832260,86,3,1
864983,832140,832730,86,3,2
865003,843010,840890,86,3,2
865033,831750,842410,86,3,1
865042,843790,821520,86,2,1
865052,832570,832180,86,2,2
865092,843530,840740,86,2,2
865213,843010,822350,86,3,2
865233,831750,820570,86,3,1
865242,831750,820570,86,2,2
865252,843010,822350,86,2,1
865292,843530,814490,86,2,1
865302,843530,814490,86,2,2
865333,830840,801680,86,3,1
865392,832570,831780,86,2,1
865422,830840,844530,86,2,2
865433,832140,833210,86,3,1
865463,843980,801780,86,3,2
865512,835260,820160,86,2,2
865553,831750,824260,86,3,1
865563,831750,824260,86,3,2
865583,843790,831390,86,3,1
868012,843530,813350,86,2,2
868022,843530,813350,86,2,2
868032,832570,811140,86,2,1
868042,832570,811140,86,2,2
868052,840650,843740,86,2,1
868072,835260,822270,86,2,1
868082,835260,842750,86,2,2
870032,851190,814690,87,2,1
870053,850210,852470,87,3,1
870123,852340,821060,87,3,2
870163,852340,811970,87,3,2
870172,853450,811820,87,2,1
870183,850210,820900,87,3,1
870273,850980,851720,87,3,1
870282,850190,814410,87,2,1
870292,843530,813350,87,2,1
870303,850980,854810,87,3,1
870402,841880,854020,87,2,1
870422,853460,841440,87,2,2
870432,853460,841440,87,2,2
870502,842800,824250,87,2,2
870542,853460,842960,87,2,1
870552,853460,842960,87,2,2
870563,850980,820570,87,3,1
870573,850980,820570,87,3,2
870592,850190,840900,87,2,1
870613,852340,841620,87,3,1
870623,852340,841620,87,3,2
870633,850210,851570,87,3,1
870643,850210,851570,87,3,2
870692,851190,854540,87,2,1
870792,851190,832540,87,2,1
870803,850980,852210,87,3,1
870822,853450,843770,87,2,2
870832,850190,844730,87,2,2
870842,850190,830890,87,2,2
870872,851190,814180,87,2,1
870882,851190,814180,87,2,1
870973,850210,832260,87,3,1
870992,853450,842420,87,2,1
871032,851190,822690,87,2,1
871052,850190,831390,87,2,2
871082,853460,854340,87,2,2
871092,853460,852310,87,2,1
871102,853460,831470,87,2,2
871183,850210,842410,87,3,1
871223,850980,840950,87,3,2
871253,852340,821170,87,3,1
871312,853450,822720,87,2,1
871332,853450,843610,87,2,2
871342,853570,850280,87,2,1
871412,850190,832730,87,2,1
871473,850980,833840,87,3,2
871483,850980,833840,87,3,2
871503,850980,821800,87,3,1
871513,850980,821800,87,3,2
871572,853460,850120,87,2,2
871632,851190,835120,87,2,1
871642,851190,835120,87,2,1
871772,851190,830410,87,2,2
871782,851190,830410,87,2,2
871792,850190,850200,87,2,2
871892,851190,840890,87,2,2
871902,851190,840890,87,2,2
871932,853460,814790,87,2,2
871942,853460,814790,87,2,2
871962,850190,821070,87,2,1
871972,850190,821070,87,2,2
871993,850210,843240,87,3,1
872003,850210,843240,87,3,2
872043,850210,833090,87,3,1
872082,850190,852320,87,2,2
872113,854910,810350,87,3,2
872172,853450,831880,87,2,1
872223,850980,812220,87,3,1
872233,850980,812220,87,3,2
872243,852340,840490,87,3,2
872253,850980,850950,87,3,2
872282,853450,842330,87,2,2
872383,850210,831410,87,3,2
872463,852340,830880,87,3,1
872473,850980,832830,87,3,2
872483,854910,830300,87,3,2
872512,853460,840960,87,2,2
872533,854910,852060,87,3,1
872543,854910,852060,87,3,1
872562,853540,851640,87,2,1
872582,851190,813850,87,2,2
872592,851190,813850,87,2,2
872622,853460,811020,87,2,1
872632,850190,831770,87,2,2
872672,853450,840720,87,2,2
872682,853450,822350,87,2,2
872692,853450,845340,87,2,2
872702,853460,813900,87,2,1
872712,853460,813900,87,2,2
872723,852340,844610,87,3,2
872743,850980,852630,87,3,1
872772,851190,812620,87,2,1
872782,850190,811340,87,2,1
872793,854910,810620,87,3,1
872803,854910,810620,87,3,2
872863,850210,814840,87,3,1
872902,851190,841090,87,2,1
873052,853460,821480,87,2,2
873062,853460,821480,87,2,2
873102,851190,822160,87,2,1
873163,850210,851580,87,3,1
873172,853460,841770,87,2,1
873182,853460,841770,87,2,2
873213,850210,834090,87,3,1
873223,850210,834090,87,3,2
873302,851190,834780,87,2,1
873312,851190,834780,87,2,2
873363,850980,853660,87,3,2
873402,853450,842150,87,2,2
873413,854910,830750,87,3,2
873423,854910,830750,87,3,2
873433,850210,851510,87,3,1
873472,850190,822090,87,2,2
873512,851190,824570,87,2,1
873522,851190,824570,87,2,1
873533,854910,822920,87,3,1
873543,854910,822920,87,3,2
873603,854910,833520,87,3,1
873662,851190,812480,87,2,1
873672,851190,812480,87,2,2
873713,850980,821590,87,3,2
873732,853460,821900,87,2,1
873742,853460,821900,87,2,2
873752,851190,850580,87,2,2
873762,853450,852350,87,2,2
873872,853460,831680,87,2,2
873932,853450,834990,87,2,2
873942,850190,833940,87,2,2
873952,850190,833940,87,2,2
874082,851190,815080,87,2,1
874093,854910,844070,87,3,1
874103,852340,841320,87,3,2
874182,853450,812430,87,2,1
874222,853460,843410,87,2,1
874253,854910,812120,87,3,2
874263,854910,813770,87,3,2
874362,851190,850990,87,2,1
874372,851190,850990,87,2,2
874422,853450,813470,87,2,1
874432,853450,813470,87,2,2
874443,854910,832030,87,3,2
874452,853450,844060,87,2,2
874463,854910,841340,87,3,2
874503,850210,814510,87,3,2
874513,850980,821660,87,3,1
874523,850980,821660,87,3,2
874533,850210,812850,87,3,1
874543,850210,812850,87,3,2
874552,853450,852690,87,2,2
874563,852340,840040,87,3,1
874603,850210,812380,87,3,2
874613,850210,812740,87,3,1
874623,850210,812740,87,3,2
874653,854910,830810,87,3,2
874733,854910,844660,87,3,2
874802,850190,830800,87,2,1
874843,854910,840050,87,3,2
874852,853460,850260,87,2,2
874873,854910,840050,87,3,2
874883,852340,832620,87,3,1
874943,850980,834290,87,3,1
874972,850190,820680,87,2,2
874992,853460,823110,87,2,1
875002,853460,823110,87,2,2
875032,850190,820810,87,2,2
875042,853450,810030,87,2,1
875052,851190,851990,87,2,2
875062,851190,851990,87,2,2
875082,853460,830900,87,2,2
875122,853450,844530,87,2,1
875143,850980,834840,87,3,1
875173,850210,822950,87,3,1
875213,854910,824250,87,3,1
875253,852340,842140,87,3,1
875292,850190,821750,87,2,2
875322,850190,854560,87,2,1
875363,852340,852460,87,3,2
875403,852340,822150,87,3,2
875493,850980,812530,87,3,2
878012,850190,853890,87,2,1
878022,853450,831880,87,2,1
878032,853460,821910,87,2,2
878042,850190,830710,87,2,1
878052,850190,830710,87,2,2
878062,852080,842000,87,2,2
878072,851190,851500,87,2,1
878082,850190,853890,87,2,2
878092,851190,854290,87,2,1
878102,842840,810040,87,2,1
878112,851190,854290,87,2,2
878122,842840,810040,87,2,2
878132,853460,821910,87,2,1
878142,853450,811820,87,2,2
878152,850190,814410,87,2,2
878163,852340,852550,87,3,1
878173,852340,851350,87,3,2
878183,854910,833210,87,3,2
878193,854910,833520,87,3,2
878203,854910,831600,87,3,1
878213,854910,831600,87,3,1
878223,854910,831600,87,3,2
878233,854910,810020,87,3,1
878243,852340,842460,87,3,1
878253,850210,821690,87,3,1
878263,850210,812380,87,3,1
878273,852340,852090,87,3,2
878282,853460,833060,87,2,1
878293,850980,852580,87,3,1
880032,864261,833060,88,2,2
880082,864261,832620,88,2,2
880192,861831,865242,88,2,1
880202,860181,862192,88,2,1
880212,860181,862192,88,2,2
880222,861831,840900,88,2,1
880292,863671,851640,88,2,1
880303,863453,862163,88,3,2
880333,862751,862213,88,3,1
880343,864211,861933,88,3,2
880373,861261,850120,88,3,2
880383,863453,833090,88,3,2
880393,863453,833090,88,3,2
880402,860171,840720,88,2,1
880412,863671,840960,88,2,1
880422,863671,840960,88,2,1
880462,860181,845340,88,2,2
880473,861261,861705,88,3,1
880482,860181,860905,88,2,2
880502,861831,850990,88,2,2
880512,860171,854290,88,2,2
880653,862751,854810,88,3,2
880663,861261,851990,88,3,1
880673,862751,844610,88,3,1
880683,862751,844610,88,3,2
880802,860171,860642,88,2,2
880812,863671,850260,88,2,1
880822,863671,850260,88,2,2
880833,862751,860423,88,3,1
880843,862751,863893,88,3,2
880853,864211,820900,88,3,2
880952,863671,860751,88,2,2
880962,860181,843770,88,2,2
880972,860181,843770,88,2,2
880982,860171,861555,88,2,2
880992,860171,842960,88,2,2
881002,860171,842960,88,2,2
881182,860171,842330,88,2,1
881192,860171,842330,88,2,2
881202,860171,864682,88,2,2
881213,863453,852630,88,3,2
881222,860171,862152,88,2,2
881233,861261,830880,88,3,2
881242,860171,863001,88,2,2
881262,860181,854340,88,2,1
881272,860181,854340,88,2,2
881352,861831,852310,88,2,2
881363,862751,860063,88,3,2
881372,861831,850580,88,2,2
881392,860171,822690,88,2,2
881532,860171,834780,88,2,1
881542,860171,834780,88,2,2
881553,864211,842410,88,3,1
881562,860181,821910,88,2,1
881572,860181,821910,88,2,2
881582,863671,854540,88,2,2
881593,864211,821590,88,3,2
881643,863453,863173,88,3,2
881803,863453,851580,88,3,1
881813,863453,851580,88,3,1
881823,863453,832260,88,3,2
881833,863453,832260,88,3,2
881892,863671,860882,88,2,2
881903,864211,861011,88,3,2
881913,863453,843240,88,3,1
881943,863453,821060,88,3,1
881953,863453,821060,88,3,1
881962,860181,864242,88,2,2
882073,861261,833210,88,3,2
882082,863671,842420,88,2,2
882093,863453,852460,88,3,1
882103,862751,860513,88,3,1
882112,863671,842420,88,2,1
882123,862751,861923,88,3,2
882173,861261,832030,88,3,1
882182,861831,854560,88,2,2
882273,864211,821170,88,3,1
882283,864211,861271,88,3,1
882293,861261,844070,88,3,2
882303,861261,832030,88,3,1
882343,861261,860663,88,3,1
882352,863671,861352,88,2,2
882362,860181,844730,88,2,2
882372,861831,853890,88,2,2
882382,863671,844060,88,2,1
882483,863453,832830,88,3,1
882492,863671,850280,88,2,2
882502,861831,841770,88,2,1
882512,861831,841770,88,2,2
882522,860181,841250,88,2,2
882532,860181,844730,88,2,1
882543,863453,842140,88,3,2
882552,863671,861352,88,2,2
882742,861831,822350,88,2,2
882812,860171,863255,88,2,2
882822,860181,830710,88,2,2
882883,862751,853660,88,3,1
882893,863453,830750,88,3,1
882903,863453,830750,88,3,2
882913,862751,822150,88,2,1
883043,864211,860043,88,3,2
883053,861261,840050,88,3,2
883063,861261,840050,88,3,2
883072,860171,841840,88,2,2
883082,860171,841840,88,2,2
883092,863671,822160,88,2,1
883133,862751,863593,88,3,2
883143,864211,851350,88,3,1
883232,861831,862865,88,2,1
883242,861831,835120,88,2,2
883252,861831,831470,88,2,1
883263,862751,824260,88,3,2
883272,863671,852320,88,2,1
883283,862751,864703,88,3,2
883293,860181,830800,88,3,2
883472,863671,852320,88,2,1
883482,861831,831470,88,2,1
883523,861261,852210,88,3,2
883532,860171,862902,88,2,1
883542,861831,821070,88,2,2
883552,860181,832730,88,2,2
883712,863671,833940,88,2,1
883722,860171,831680,88,2,1
883743,862751,864851,88,3,1
883832,863671,850200,88,2,2
883842,860181,863132,88,2,1
883852,863671,844530,88,2,2
883903,863453,851510,88,3,1
883913,863453,851510,88,3,1
883963,863453,842460,88,3,2
884003,862751,821800,88,3,2
884012,863671,830890,88,2,1
884022,863671,830890,88,2,1
884033,863453,822710,88,3,2
884042,860171,863842,88,2,2
884052,861831,860312,88,2,2
884063,864211,822920,88,3,1
884073,864211,822920,88,3,1
884172,860171,830900,88,2,1
884183,862751,851570,88,3,1
884193,862751,851570,88,3,1
884202,860181,841660,88,2,1
884212,860181,841660,88,2,2
884313,863453,821660,88,3,2
884323,863453,821660,88,3,2
884333,864211,852580,88,3,1
884342,860171,863832,88,2,1
884353,863453,834090,88,3,2
884362,861831,820810,88,2,1
884372,860171,843410,88,2,1
884472,861831,822720,88,2,1
884483,861261,841340,88,3,2
884493,861261,851720,88,3,1
884503,861831,831390,88,3,2
884622,860171,852350,88,2,2
884632,860171,852350,88,2,2
884683,861261,864563,88,3,2
884693,864211,834290,88,3,2
884722,861831,820680,88,2,2
884763,864211,844660,88,3,2
884823,864211,861853,88,3,1
884832,863671,840890,88,2,2
884873,864211,834840,88,3,1
884892,863671,862242,88,2,1
884912,860181,864935,88,2,1
884963,862751,852470,88,3,2
884973,864211,852060,88,3,1
884983,863453,830810,88,3,1
884992,863671,862062,88,2,2
