NOMMER,VAAR,MOER,GR,YR,SEX,BDAT,WDAT
1081122,1061622,1040532,2,108,2,6/22/2008,9/18/2008
1081132,1060252,1050862,2,108,2,6/22/2008,9/18/2008
1081142,1060252,1050862,2,108,2,6/22/2008,9/18/2008
1081152,1060222,1060982,2,108,2,6/22/2008,9/18/2008
1081169,1061352,1040805,9,108,2,6/22/2008,9/18/2008
1081179,1061352,1040805,9,108,1,6/22/2008,9/18/2008
1081183,1051493,1031123,3,108,2,6/23/2008,9/18/2008
1081199,1060222,1041065,9,108,2,6/23/2008,9/18/2008
1081202,1052132,1020452,2,108,1,6/23/2008,9/18/2008
1081212,1050292,1030122,2,108,1,6/23/2008,9/18/2008
1081222,1050292,1030122,2,108,2,6/23/2008,9/18/2008
1081232,1050292,1051252,2,108,2,6/23/2008,9/18/2008
1081242,1052132,1062262,2,108,2,6/23/2008,9/18/2008
1081251,1060222,1062326,1,108,2,6/23/2008,9/18/2008
1081267,1061353,1040085,7,108,1,6/23/2008,9/18/2008
1081274,1061353,1051532,4,108,2,6/24/2008,9/18/2008
1081282,1060252,1060582,2,108,2,6/24/2008,9/18/2008
1081293,1061353,1031693,3,108,2,6/24/2008,9/18/2008
1081305,1060222,1060563,5,108,2,6/24/2008,9/18/2008
1081314,1061353,1031142,4,108,1,6/24/2008,9/18/2008
1081324,1061353,1031142,4,108,1,6/24/2008,9/18/2008
1081332,1060222,1061222,2,108,1,6/24/2008,9/18/2008
1081342,1060222,1061222,2,108,1,6/24/2008,9/18/2008
1081352,1052132,1060812,2,108,1,6/25/2008,9/18/2008
1081361,1060252,1061969,1,108,1,6/25/2008,9/18/2008
1081379,1050292,1040115,9,108,2,6/25/2008,9/18/2008
1081389,1050292,1040115,9,108,2,6/25/2008,9/18/2008
1081392,1050292,1060282,2,108,1,6/25/2008,9/18/2008
1081402,1052132,1041312,2,108,1,6/25/2008,9/18/2008
1081412,1052132,1041312,2,108,2,6/25/2008,9/18/2008
1081422,1060252,1030382,2,108,2,6/25/2008,9/18/2008
1081432,1060252,1030382,2,108,2,6/25/2008,9/18/2008
1081444,1051493,1030822,4,108,1,6/25/2008,9/18/2008
1081452,1060252,1060572,2,108,1,6/25/2008,9/18/2008
1081463,1051493,1031043,3,108,1,6/25/2008,9/18/2008
1081473,1051493,1031043,3,108,2,6/25/2008,9/18/2008
1081488,1050292,1030884,8,108,2,6/25/2008,9/18/2008
1081498,1050292,1030884,8,108,1,6/25/2008,9/18/2008
1081502,1050292,1060022,2,108,1,6/26/2008,9/18/2008
1081514,1061353,1050402,4,108,1,6/26/2008,9/18/2008
1081521,1061353,1062009,1,108,1,6/26/2008,9/18/2008
1081536,1061353,1041264,6,108,2,6/26/2008,9/18/2008
1081542,1052132,1021522,2,108,2,6/26/2008,9/18/2008
1081552,1050292,1062462,2,108,2,6/26/2008,9/18/2008
1081562,1061622,1031062,2,108,2,6/26/2008,9/18/2008
1081572,1061622,1031062,2,108,2,6/26/2008,9/18/2008
1081583,1061353,1051733,3,108,1,6/26/2008,9/18/2008
1081593,1051493,1020033,3,108,2,6/26/2008,9/18/2008
1081606,1061353,1050764,6,108,1,6/26/2008,9/18/2008
1081616,1061353,1050764,6,108,2,6/26/2008,9/18/2008
1081622,1060252,1051482,2,108,1,6/26/2008,9/18/2008
1081638,1061622,1050244,8,108,2,6/26/2008,9/18/2008
1081642,1052132,1051852,2,108,2,6/26/2008,9/18/2008
1081652,1052132,1051852,2,108,2,6/26/2008,9/18/2008
1081662,1052132,1060442,2,108,1,6/26/2008,9/18/2008
1081672,1052132,1060442,2,108,2,6/26/2008,9/18/2008
1081684,1051493,1051192,4,108,1,6/26/2008,9/18/2008
1081693,1061353,1020763,3,108,1,6/26/2008,9/18/2008
1081705,1060222,1050543,5,108,2,6/27/2008,9/18/2008
1081713,1051493,1031053,3,108,2,6/27/2008,9/18/2008
1081722,1060222,1061772,2,108,2,6/27/2008,9/18/2008
1081732,1060222,1061772,2,108,2,6/27/2008,9/18/2008
1081742,1060252,1051472,2,108,1,6/27/2008,9/18/2008
1081754,1051493,1021452,4,108,2,6/27/2008,9/18/2008
1081762,1060252,1050152,2,108,1,6/27/2008,9/18/2008
1081772,1061622,1050892,2,108,2,6/27/2008,9/18/2008
1081782,1052132,1030442,2,108,1,6/27/2008,9/18/2008
1081792,1052132,1030442,2,108,2,6/27/2008,9/18/2008
1081807,1061353,1051575,7,108,2,6/27/2008,9/18/2008
1081817,1061353,1051575,7,108,2,6/27/2008,9/18/2008
1081822,1060222,1051362,2,108,1,6/27/2008,9/18/2008
1081832,1060252,1062182,2,108,2,6/27/2008,9/18/2008
1081848,1060252,1050534,8,108,1,6/27/2008,9/18/2008
1081852,1050292,1051552,2,108,1,6/27/2008,9/18/2008
1081863,1051493,1050513,3,108,1,6/28/2008,9/18/2008
1081871,1060252,1061979,1,108,1,6/28/2008,9/18/2008
1081881,1060252,1061979,1,108,2,6/28/2008,9/18/2008
1081897,1061353,1040075,7,108,2,6/28/2008,9/18/2008
1081907,1061353,1040075,7,108,2,6/28/2008,9/18/2008
1081915,1061622,1051913,5,108,1,6/28/2008,9/18/2008
1081922,1052132,1021222,2,108,1,6/28/2008,9/18/2008
1081932,1052132,1021222,2,108,2,6/28/2008,9/18/2008
1081947,1061353,1041375,7,108,1,6/28/2008,9/18/2008
1081957,1061353,1041375,7,108,2,6/28/2008,9/18/2008
1081962,1060252,1051112,2,108,1,6/29/2008,9/18/2008
1081972,1060252,1060472,2,108,2,6/29/2008,9/18/2008
1081981,1050292,1061867,1,108,1,6/29/2008,9/18/2008
1081991,1061622,1062166,1,108,1,6/29/2008,9/18/2008
1082001,1052132,1061289,1,108,1,6/29/2008,9/18/2008
1082012,1060252,1062032,2,108,2,6/29/2008,9/18/2008
1082022,1060252,1062032,2,108,2,6/29/2008,9/18/2008
1083032,1061622,1061722,2,108,2,6/29/2008,9/18/2008
1082042,1061622,1061952,2,108,1,6/29/2008,9/18/2008
1082052,1061622,1061952,2,108,2,6/29/2008,9/18/2008
1082062,1060252,1040342,2,108,1,6/29/2008,9/18/2008
1082072,1060252,1040342,2,108,1,6/29/2008,9/18/2008
1082081,1051493,1052229,1,108,2,6/30/2008,9/18/2008
1082096,1051493,1051154,6,108,2,6/30/2008,9/18/2008
1082109,1060222,1041445,9,108,1,6/30/2008,9/18/2008
1082119,1060222,1041445,9,108,2,6/30/2008,9/18/2008
1082122,1060252,1052102,2,108,1,6/30/2008,9/18/2008
1082132,1060252,1052102,2,108,2,6/30/2008,9/18/2008
1082142,1060252,1061612,2,108,1,6/30/2008,9/18/2008
1082151,1060222,1060656,1,108,1,6/30/2008,9/18/2008
1082162,1052132,1061742,2,108,1,6/30/2008,9/18/2008
1082172,1052132,1061742,2,108,2,6/30/2008,9/18/2008
1082181,1061353,1060439,1,108,1,7/1/2008,9/18/2008
1082191,1061353,1060439,1,108,1,7/1/2008,9/18/2008
1082203,1051493,1060913,3,108,2,7/1/2008,9/18/2008
1082213,1051493,1060913,3,108,2,7/1/2008,9/18/2008
1082223,1051493,1062093,3,108,2,7/1/2008,9/18/2008
1082231,1061353,1061908,1,108,2,7/1/2008,9/18/2008
1082241,1052132,1050997,1,108,1,7/1/2008,9/18/2008
1082254,1051493,1050492,4,108,1,7/1/2008,9/18/2008
1082261,1051493,1061388,1,108,1,7/2/2008,9/18/2008
1082271,1051493,1061388,1,108,2,7/2/2008,9/18/2008
1082282,1060252,1041652,2,108,2,7/2/2008,9/18/2008
1082292,1060252,1041652,2,108,1,7/2/2008,9/18/2008
1082306,1051493,1061524,6,108,2,7/3/2008,9/18/2008
1082311,1049070,1062368,1,108,2,7/3/2008,9/18/2008
1082325,1049070,1062343,5,108,1,7/9/2008,9/18/2008
1082339,1049070,1030275,9,108,1,7/10/2008,9/18/2008
1082349,1049070,1030275,9,108,1,7/10/2008,9/18/2008
1082352,1049070,1051182,2,108,2,7/10/2008,9/18/2008
1082369,1049070,1030985,9,108,2,7/10/2008,9/18/2008
1082379,1049070,1030985,9,108,2,7/10/2008,9/18/2008
1082385,1049070,1040773,5,108,1,7/12/2008,9/18/2008
1082391,1049070,1060548,1,108,2,7/27/2008,10/14/2008
1082408,1049070,1030514,8,108,1,7/28/2008,10/14/2008
1082418,1049070,1030514,8,108,1,7/28/2008,10/14/2008
1082422,1049070,1030912,2,108,2,7/30/2008,10/14/2008
1082432,1049070,1030912,2,108,2,7/30/2008,10/14/2008
1082442,1049070,1051102,2,108,2,7/30/2008,10/14/2008
1082452,1049070,1060122,2,108,2,7/30/2008,10/14/2008
1082462,1049070,1060122,2,108,1,7/30/2008,10/14/2008
1082475,1049070,1020693,5,108,1,7/30/2008,10/14/2008
1082482,1049070,1050372,2,108,2,7/31/2008,10/14/2008
1082492,1052132,1061062,2,108,1,7/31/2008,10/14/2008
1082502,1052132,1061062,2,108,2,7/31/2008,10/14/2008
1082518,1049070,1061484,8,108,1,8/1/2008,10/14/2008
1082522,1049070,1060962,2,108,1,8/1/2008,10/14/2008
1082532,1049070,1041592,2,108,2,8/3/2008,10/14/2008
1082549,1049070,1040125,9,108,2,8/3/2008,10/14/2008
1082552,1052132,1010522,2,108,1,8/3/2008,10/14/2008
1082562,1052132,1010522,2,108,1,8/3/2008,10/14/2008
1082571,1049070,1050812,2,108,1,8/4/2008,10/14/2008
1082581,1049070,1050812,2,108,1,8/4/2008,10/14/2008
1082591,1049070,1051846,1,108,2,8/5/2008,10/14/2008
1082603,1051493,1011313,3,108,1,8/5/2008,10/14/2008
1082613,1051493,1011313,3,108,2,8/5/2008,10/14/2008
1082622,1049070,1061052,2,108,2,8/5/2008,10/14/2008
1082634,1051493,1061822,4,108,2,8/7/2008,10/14/2008
1082642,1052132,1010402,2,108,1,8/8/2008,10/14/2008
1082652,1052132,1010402,2,108,2,8/8/2008,10/14/2008
1082662,1052132,1060892,2,108,2,8/9/2008,10/14/2008
1082672,1052132,1060892,2,108,2,8/9/2008,10/14/2008
1082682,1052132,1000312,2,108,2,8/9/2008,10/14/2008
1082692,1052132,1000312,2,108,2,8/9/2008,10/14/2008
1082703,1051493,1011423,3,108,1,8/10/2008,10/14/2008
1082713,1051493,1011423,3,108,1,8/10/2008,10/14/2008
1082723,1041493,1011423,3,108,2,8/10/2008,10/14/2008
1082734,1051493,1060992,4,108,1,8/11/2008,10/14/2008
1082742,1052132,1000402,2,108,1,8/11/2008,10/14/2008
1082752,1052132,1000402,2,108,2,8/11/2008,10/14/2008
1082762,1052132,1060452,2,108,1,8/12/2008,10/14/2008
1082772,1052132,1060452,2,108,1,8/12/2008,10/14/2008
1082784,1051493,1060072,4,108,1,8/14/2008,10/14/2008
1082794,1051493,1060072,4,108,1,8/14/2008,10/14/2008
1082804,1051493,1060342,4,108,1,8/14/2008,10/14/2008
1082814,1051493,1060342,4,108,1,8/14/2008,10/14/2008
1082824,1051493,1060332,4,108,1,8/15/2008,10/14/2008
1082834,1051493,1060332,4,108,2,8/15/2008,10/14/2008
1082842,1052132,1061552,2,108,2,8/17/2008,10/14/2008
1082852,1052132,1061552,2,108,2,8/17/2008,10/14/2008
1082863,1051493,991943,3,108,1,8/17/2008,10/14/2008
1082873,1051493,991943,3,108,2,8/17/2008,10/14/2008
1082914,1051493,1060352,4,108,1,8/17/2008,10/14/2008
1082882,1052132,1000502,2,108,1,8/18/2008,10/14/2008
1082892,1052132,1000502,2,108,1,8/18/2008,10/14/2008
1082902,1052132,1000502,2,108,2,8/18/2008,10/14/2008
1082922,1052132,1062272,2,108,1,8/21/2008,10/14/2008
1082932,1052132,1062272,2,108,2,8/21/2008,10/14/2008
1082942,1049070,1052142,2,108,1,8/21/2008,10/14/2008
1082952,1049070,1052142,2,108,1,8/21/2008,10/14/2008
1090012,0,1060072,2,109,1,5/3/2009,10/23/2009
1090022,0,1060072,2,109,2,5/3/2009,10/23/2009
1090032,1052132,1020902,2,109,2,4/27/2009,10/23/2009
1090043,1031813,1020693,3,109,1,4/27/2009,10/23/2009
1090053,1051493,1030953,3,109,1,4/27/2009,10/23/2009
1090062,1052132,1020902,2,109,1,4/28/2009,10/23/2009
1090072,1052132,1020902,2,109,2,4/28/2009,10/23/2009
1090082,1052132,1020902,2,109,1,5/1/2009,10/23/2009
1090092,1052132,1020902,2,109,1,5/1/2009,10/23/2009
1090102,1052132,1020902,2,109,2,5/1/2009,10/23/2009
1090112,1052132,1020902,2,109,2,5/1/2009,10/23/2009
1090122,1060252,1030042,2,109,2,5/1/2009,10/23/2009
1090132,1050292,1021452,2,109,1,5/2/2009,10/23/2009
1090142,1050292,1021452,2,109,2,5/2/2009,10/23/2009
1090152,1060252,1030042,2,109,1,5/2/2009,10/23/2009
1090162,1060252,1030042,2,109,2,5/2/2009,10/23/2009
1090172,1060252,1030042,2,109,1,5/2/2009,10/23/2009
1090182,1060252,1030042,2,109,2,5/2/2009,10/23/2009
1090192,1050292,1021452,2,109,1,5/2/2009,10/23/2009
1090202,1050292,1021452,2,109,2,5/2/2009,10/23/2009
1090212,1052132,1020902,2,109,1,5/2/2009,10/23/2009
1090222,1052132,1020902,2,109,1,5/2/2009,10/23/2009
1090232,1050292,1031142,2,109,2,5/2/2009,10/23/2009
1090242,1050292,1031142,2,109,2,5/2/2009,10/23/2009
1090252,1050292,1031142,2,109,2,5/2/2009,10/23/2009
1090262,1050292,1031142,2,109,2,5/2/2009,10/23/2009
1090272,1060252,1030042,2,109,1,5/3/2009,10/23/2009
1090282,1060252,1030042,2,109,1,5/3/2009,10/23/2009
1090292,1060252,1030042,2,109,1,5/3/2009,10/23/2009
1090302,1050292,1021452,2,109,1,5/3/2009,10/23/2009
1090313,1051493,1030103,3,109,1,5/3/2009,10/23/2009
1090322,1060252,1030042,2,109,2,5/3/2009,10/23/2009
1090332,1060252,1030042,2,109,2,5/4/2009,10/23/2009
1090342,1060252,1030042,2,109,2,5/4/2009,10/23/2009
1090353,1031813,1011193,3,109,1,5/4/2009,10/23/2009
1090363,1031813,1020693,3,109,2,5/5/2009,10/23/2009
1090373,1031813,1020693,3,109,2,5/5/2009,10/23/2009
1090382,1050292,1021452,2,109,1,5/5/2009,10/23/2009
1090392,1050292,1021452,2,109,2,5/5/2009,10/23/2009
1090402,1050292,1031142,2,109,1,5/5/2009,10/23/2009
1090413,1031813,1020693,3,109,1,5/5/2009,10/23/2009
1090423,1031813,1020693,3,109,2,5/5/2009,10/23/2009
1090433,1051493,1030953,3,109,1,5/5/2009,10/23/2009
1090443,1051493,1030953,3,109,1,5/5/2009,10/23/2009
1090453,1031813,1020033,3,109,1,5/5/2009,10/23/2009
1090463,1031813,102003,3,109,1,5/5/2009,10/23/2009
1090473,1051493,1030953,3,109,1,5/5/2009,10/23/2009
1090483,1051493,1030953,3,109,2,5/5/2009,10/23/2009
1090493,1031813,1011193,3,109,1,5/5/2009,10/23/2009
1090503,1031813,1011193,3,109,2,5/5/2009,10/23/2009
1090513,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090523,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090533,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090543,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090553,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090563,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090573,1050493,1030953,3,109,1,5/6/2009,10/23/2009
1090583,1050493,1030953,3,109,2,5/6/2009,10/23/2009
1090593,1051493,1030953,3,109,2,5/6/2009,10/23/2009
1090603,1031813,1020033,3,109,1,5/6/2009,10/23/2009
1090613,1031813,1020033,3,109,2,5/6/2009,10/23/2009
1090623,1031813,1020033,3,109,1,5/6/2009,10/23/2009
1090633,1031813,1020033,3,109,2,5/6/2009,10/23/2009
1090643,1031813,1020033,3,109,2,5/7/2009,10/23/2009
1090653,1031813,1020033,3,109,2,5/7/2009,10/23/2009
1090663,1051493,1030953,3,109,2,5/8/2009,10/23/2009
1090673,1051493,1030953,3,109,2,5/8/2009,10/23/2009
1090692,10490432,1060332,2,109,1,5/24/2009,10/23/2009
1090702,10490432,1050072,2,109,2,6/3/2009,10/23/2009
1090712,10490432,1050072,2,109,2,6/3/2009,10/23/2009
1090727,1071473,1050025,7,109,2,6/4/2009,10/23/2009
1090739,1071702,1031345,9,109,1,6/5/1909,10/23/2009
1090742,10490432,1051322,2,109,1,6/5/2009,10/23/2009
1090752,10490432,1051322,2,109,2,6/5/2009,10/23/2009
1090760,1061622,1060439,0,109,2,6/6/2009,10/23/2009
1090772,1071702,1051852,2,109,2,6/6/2009,10/23/2009
1090782,1071702,1051852,2,109,2,6/6/2009,10/23/2009
1090796,1051493,1050244,6,109,1,6/7/2009,10/23/2009
1090806,1051493,1050244,6,109,2,6/7/2009,10/23/2009
1090819,1070872,1051865,9,109,1,6/7/2009,10/23/2009
1090822,1052132,1061062,2,109,1,6/7/2009,10/23/2009
1090832,1052132,1061062,2,109,2,6/7/2009,10/23/2009
1090845,1061622,1061703,5,109,1,6/7/2009,10/23/2009
1090852,10490432,1040592,2,109,1,6/8/2009,10/23/2009
1090862,10490432,1040592,2,109,1,6/8/2009,10/23/2009
1090873,1051493,1031123,3,109,2,6/8/2009,10/23/2009
1090882,1052132,1040502,2,109,1,6/8/2009,10/23/2009
1090892,1052132,1040502,2,109,2,6/8/2009,10/23/2009
1090902,1071702,1071572,2,109,1,6/9/2009,10/23/2009
1090910,1060252,1070498,0,109,1,6/9/2009,10/23/2009
1090920,10490342,1070468,0,109,1,6/9/2009,10/23/2009
1090932,10490432,1041022,2,109,1,6/9/2009,10/23/2009
1090942,10490432,1041022,2,109,2,6/9/2009,10/23/2009
1090952,1061622,1061102,2,109,1,6/10/2009,10/23/2009
1090962,1061622,1060282,2,109,2,6/10/2009,10/23/2009
1090977,1051493,5,7,109,1,6/10/2009,10/23/2009
1090987,1051493,5,7,109,1,6/10/2009,10/23/2009
1090992,10490432,1071712,2,109,2,6/10/2009,10/23/2009
1091003,1071473,1020033,3,109,2,6/11/2009,10/23/2009
1091012,10490432,1040692,2,109,2,6/11/2009,10/23/2009
1091022,10490432,1040692,2,109,2,6/11/2009,10/23/2009
1091032,1052132,1070752,2,109,1,6/11/2009,10/23/2009
1091046,1071473,1050504,6,109,2,6/12/2009,10/23/2009
1091052,1060252,1060472,2,109,2,6/12/2009,10/23/2009
1091062,10490432,1061072,2,109,2,6/12/2009,10/23/2009
1091072,10490432,1061072,2,109,2,6/12/2009,10/23/2009
1091082,1060252,1061472,2,109,1,6/12/2009,10/23/2009
1091092,1060252,1061472,2,109,1,6/12/2009,10/23/2009
1091102,1061622,1061952,2,109,1,6/13/2009,10/23/2009
1091112,1061622,1061952,2,109,2,6/13/2009,10/23/2009
1091122,10490432,1041082,2,109,2,6/13/2009,10/23/2009
1091132,10490432,1041082,2,109,1,6/13/2009,10/23/2009
1091152,1052132,1051822,2,109,2,6/13/2009,10/23/2009
1091162,1060252,1071032,2,109,1,6/13/2009,10/23/2009
1091178,1071702,1031664,8,109,1,6/14/2009,10/23/2009
1091188,1071702,1050524,8,109,2,6/14/2009,10/23/2009
1091198,1071702,1050524,8,109,1,6/14/2009,10/23/2009
1091208,1071702,1050524,8,109,2,6/14/2009,10/23/2009
1091216,1071473,1050194,6,109,2,6/14/2009,10/23/2009
1091222,1052132,1020902,2,109,1,6/14/2009,10/23/2009
1091232,1052132,1020902,2,109,2,6/14/2009,10/23/2009
1091243,1051493,1031043,3,109,1,6/14/2009,10/23/2009
1091253,1051493,1031043,3,109,1,6/14/2009,10/23/2009
1091265,1070872,1071603,5,109,1,6/14/2009,10/23/2009
1091270,1071473,1061239,0,109,1,6/15/2009,10/23/2009
1091282,10490432,1051252,2,109,1,6/15/2009,10/23/2009
1091297,1051493,1040805,7,109,1,6/15/2009,10/23/2009
1091302,1061622,1060352,2,109,1,6/15/2009,10/23/2009
1091316,1071473,1030254,6,109,1,6/15/2009,10/23/2009
1091326,1071473,1030254,6,109,2,6/15/2009,10/23/2009
1091336,1071473,1050534,6,109,1,6/15/2009,10/23/2009
1091342,1060252,1030032,2,109,1,6/15/2009,10/23/2009
1091356,1051493,1040444,6,109,1,6/16/2009,10/23/2009
1091366,1051493,1040444,6,109,2,6/16/2009,10/23/2009
1091372,1070872,1051482,2,109,1,6/16/2009,10/23/2009
1091382,1070872,1051482,2,109,2,6/16/2009,10/23/2009
1091392,10490432,1071062,2,109,2,6/16/2009,10/23/2009
1091402,1071702,1041772,2,109,1,6/16/2009,10/23/2009
1091412,1071702,1041772,2,109,2,6/16/2009,10/23/2009
1091427,1051493,1070485,7,109,1,6/16/2009,10/23/2009
1091437,1051493,1070485,7,109,2,6/16/2009,10/23/2009
1091449,1071702,1030825,9,109,1,6/16/2009,10/23/2009
1091450,1052132,1051832,0,109,1,6/17/2009,10/23/2009
1091460,1052132,1051832,0,109,1,6/17/2009,10/23/2009
1091478,1071702,1071144,8,109,1,6/17/2009,10/23/2009
1091480,1071473,1062009,0,109,2,6/17/2009,10/23/2009
1091492,1052132,1030042,2,109,1,6/17/2009,10/23/2009
1091502,1052132,1030042,2,109,2,6/17/2009,10/23/2009
1091517,1051493,1040075,7,109,2,6/17/2009,10/23/2009
1091522,1052132,1031062,2,109,1,6/17/2009,10/23/2009
1091532,1052132,1031062,2,109,1,6/17/2009,10/23/2009
1091548,1061622,1030514,8,109,1,6/17/2009,10/23/2009
1091552,1060252,1050862,2,109,2,6/18/2009,10/23/2009
1091567,1071473,1040115,7,109,2,6/18/2009,10/23/2009
1091577,1051493,1052055,7,109,1,6/18/2009,10/23/2009
1091580,1060252,1061969,0,109,2,6/18/2009,10/23/2009
1091595,1071702,1030343,5,109,1,6/18/2009,10/23/2009
1091605,1071702,1030343,5,109,2,6/18/2009,10/23/2009
1091610,1070872,1071456,0,109,2,6/18/2009,10/23/2009
1091627,1051493,1031225,7,109,1,6/18/2009,10/23/2009
1091637,1051493,1031225,7,109,2,6/18/2009,10/23/2009
1091640,1070872,1071466,0,109,2,6/18/2009,10/23/2009
1091653,1051493,1030953,3,109,1,6/19/2009,10/23/2009
1091663,1051493,1030953,3,109,1,6/19/2009,10/23/2009
1091672,1052132,1050332,2,109,1,6/19/2009,10/23/2009
1091682,1052132,1050332,2,109,2,6/19/2009,10/23/2009
1091692,10490432,1060982,2,109,1,6/19/2009,10/23/2009
1091702,10490432,1060982,2,109,1,6/19/2009,10/23/2009
1091712,1052132,1071522,2,109,1,6/19/2009,10/23/2009
1091722,1052132,1062182,2,109,1,6/19/2009,10/23/2009
1091730,1060252,1060548,0,109,2,6/19/2009,10/23/2009
1091742,1061622,1050372,2,109,2,6/19/2009,10/23/2009
1091752,1052132,1050572,2,109,1,6/19/2009,10/23/2009
1091762,1052132,1050572,2,109,2,6/19/2009,10/23/2009
1091772,10490432,1030442,2,109,2,6/19/2009,10/23/2009
1091788,1060252,1050324,8,109,2,6/20/2009,10/23/2009
1091798,1061622,1060724,8,109,1,6/20/2009,10/23/2009
1091800,1070872,1070837,0,109,2,6/20/2009,10/23/2009
1091832,10490432,1021452,2,109,1,6/20/2009,10/23/2009
1091842,1052132,1040342,2,109,1,6/20/2009,10/23/2009
1091852,1052132,1040342,2,109,2,6/20/2009,10/23/2009
1091862,1052132,1000272,2,109,1,6/20/2009,10/23/2009
1091872,1052132,1000272,2,109,1,6/20/2009,10/23/2009
1091882,1070872,1030702,2,109,1,6/20/2009,10/23/2009
1091892,1070872,1030702,2,109,2,6/20/2009,10/23/2009
1091902,1052132,1060442,2,109,2,6/21/2009,10/23/2009
1091912,1052132,1060442,2,109,2,6/21/2009,10/23/2009
1091922,1061622,1061222,2,109,2,6/21/2009,10/23/2009
1091932,1061622,1061222,2,109,2,6/21/2009,10/23/2009
1091942,1061622,1061772,2,109,1,6/21/2009,10/23/2009
1091952,1061622,1061772,2,109,2,6/21/2009,10/23/2009
1091962,1070872,1070242,2,109,1,6/21/2009,10/23/2009
1091972,1070872,1070242,2,109,2,6/21/2009,10/23/2009
1091982,1070872,1010402,2,109,1,6/21/2009,10/23/2009
1091992,1070872,1010402,2,109,2,6/21/2009,10/23/2009
1092005,1061622,1060423,5,109,1,6/21/2009,10/23/2009
1092015,1061622,1060423,5,109,2,6/21/2009,10/23/2009
1092020,10490432,1072269,0,109,1,6/21/2009,10/23/2009
1092032,10490432,1041592,2,109,2,6/21/2009,10/23/2009
1092046,1051493,1030884,6,109,2,6/21/2009,10/23/2009
1092056,1051493,1030884,6,109,2,6/21/2009,10/23/2009
1092066,1051493,1050624,6,109,1,6/22/2009,10/23/2009
1092072,1061622,1030122,2,109,1,6/22/2009,10/23/2009
1092082,1061622,1030122,2,109,2,6/22/2009,10/23/2009
1092092,1061622,1020222,2,109,2,6/22/2009,10/23/2009
1092102,1061622,1020222,2,109,2,6/22/2009,10/23/2009
1092110,1061622,1050446,0,109,1,6/22/2009,10/23/2009
1092128,1061622,1050494,8,109,1,6/22/2009,10/23/2009
1092130,10490432,1072629,0,109,1,6/22/2009,10/23/2009
1092142,1070872,1062032,2,109,2,6/22/2009,10/23/2009
1092152,1071702,1071782,2,109,2,6/22/2009,10/23/2009
1092160,1071702,1050997,0,109,2,6/22/2009,10/23/2009
1092176,1071473,1051184,6,109,2,6/22/2009,10/23/2009
1092182,1060252,1051102,2,109,1,6/23/2009,10/23/2009
1092192,1060252,1051102,2,109,2,6/23/2009,10/23/2009
1092206,1071473,1051434,6,109,1,6/23/2009,10/23/2009
1092216,1071473,1051434,6,109,2,6/23/2009,10/23/2009
1092227,1051493,1041065,7,109,2,6/23/2009,10/23/2009
1092237,1051493,1041065,7,109,2,6/23/2009,10/23/2009
1092242,1070872,1070022,2,109,1,6/23/2009,10/23/2009
1092252,1070872,1070022,2,109,1,6/23/2009,10/23/2009
1092260,1070872,1071722,0,109,2,6/23/2009,10/23/2009
1092270,1061622,1071139,0,109,1,6/23/2009,10/23/2009
1092280,1052132,1072198,0,109,1,6/23/2009,10/23/2009
1092290,1070872,1061867,0,109,2,6/23/2009,10/23/2009
1092300,1070872,1061867,0,109,1,6/23/2009,10/23/2009
1092318,1071702,1050234,8,109,2,6/23/2009,10/23/2009
1092322,1052132,1060122,2,109,1,6/23/2009,10/23/2009
1092332,1052132,1060122,2,109,2,6/23/2009,10/23/2009
1092342,10490432,1062462,2,109,1,6/23/2009,10/23/2009
1092356,1071473,1050764,6,109,2,6/23/2009,10/23/2009
1092366,1071473,1050764,6,109,2,6/23/2009,10/23/2009
1092372,1060252,1030382,2,109,2,6/23/2009,10/23/2009
1092380,1061622,1062368,0,109,1,6/23/2009,10/23/2009
1092390,1060252,1060962,0,109,1,6/23/2009,10/23/2009
1092406,1051493,1061654,6,109,2,6/23/2009,10/23/2009
1092412,10490432,1071792,2,109,1,6/24/2009,10/23/2009
1092426,1051493,1061524,6,109,1,6/24/2009,10/23/2009
1092435,1071702,1051293,5,109,1,6/24/2009,10/23/2009
1092445,1071702,1051293,5,109,2,6/24/2009,10/23/2009
1092452,10490432,1041332,2,109,1,6/24/2009,10/23/2009
1092462,10490432,1041332,2,109,2,6/24/2009,10/23/2009
1092472,1052132,1062272,2,109,1,6/24/2009,10/23/2009
1092482,1052132,1062272,2,109,2,6/24/2009,10/23/2009
1092490,1052132,1071218,0,109,2,6/24/2009,10/23/2009
1092500,1071473,1071249,0,109,1,6/24/2009,10/23/2009
1092512,1060252,1071392,2,109,1,6/24/2009,10/23/2009
1092522,1060252,1050152,2,109,1,6/24/2009,10/23/2009
1092536,1051493,1061384,6,109,2,6/24/2009,10/23/2009
1092546,1051493,1061384,6,109,2,6/24/2009,10/23/2009
1092558,1071702,1050644,8,109,1,6/24/2009,10/23/2009
1092560,1061622,1051846,0,109,1,6/24/2009,10/23/2009
