NOMMER,VAAR,MOER,GR,YR,SEX,BDAT,WDAT
911862,892282,863001,2,91,1,1991/03/01,1991/06/09
911913,890993,872723,3,91,1,1991/03/01,1991/06/09
911942,891145,880531,2,91,1,1991/03/01,1991/06/09
911963,894233,874623,3,91,1,1991/03/01,1991/06/09
911973,894233,891733,3,91,1,1991/03/01,1991/06/09
911992,893532,852690,2,91,1,1991/03/01,1991/06/09
912002,892282,875062,2,91,1,1991/03/01,1991/06/09
912012,891145,890852,2,91,1,1991/03/01,1991/06/09
912052,893532,862515,2,91,1,1991/03/01,1991/06/09
912062,893532,862515,2,91,1,1991/03/01,1991/06/09
912073,894233,863613,3,91,2,1991/03/01,1991/06/09
912083,894233,860513,3,91,2,1991/03/01,1991/06/09
912112,891145,864682,2,91,2,1991/03/01,1991/06/09
912123,893283,871921,3,91,1,1991/03/01,1991/06/09
912133,893283,871921,3,91,2,1991/03/01,1991/06/09
912213,894233,863143,3,91,1,1991/03/01,1991/06/09
912223,894233,863143,3,91,2,1991/03/01,1991/06/09
912232,891162,890932,2,91,2,1991/03/01,1991/06/09
912253,893283,852580,3,91,2,1991/03/01,1991/06/09
912273,893433,863173,3,91,1,1991/03/01,1991/06/09
912313,893433,884693,3,91,1,1991/03/01,1991/06/09
912352,892282,860905,2,91,1,1991/03/01,1991/06/09
912373,890993,894633,3,91,1,1991/03/01,1991/06/09
912393,893283,863853,3,91,2,1991/03/01,1991/06/09
912402,893532,872512,2,91,2,1991/03/01,1991/06/09
912422,891145,863132,2,91,1,1991/03/01,1991/06/09
912432,891145,863132,2,91,2,1991/03/01,1991/06/09
912443,893433,873713,3,91,1,1991/03/01,1991/06/09
912453,893433,873713,3,91,2,1991/03/01,1991/06/09
912483,890993,852460,3,91,1,1991/03/01,1991/06/09
912493,890993,860663,3,91,2,1991/03/01,1991/06/09
912643,890993,850950,3,91,1,1991/03/01,1991/06/09
912662,891145,863832,2,91,2,1991/03/01,1991/06/09
912702,891162,860135,2,91,1,1991/03/01,1991/06/09
912752,891162,862192,2,91,1,1991/03/01,1991/06/09
912773,893283,863163,3,91,2,1991/03/01,1991/06/09
912783,894233,862163,3,91,1,1991/03/01,1991/06/09
912793,893433,874463,3,91,1,1991/03/01,1991/06/09
912802,891162,873762,2,91,1,1991/03/01,1991/06/09
912812,891145,854340,2,91,2,1991/03/01,1991/06/09
912823,893433,861923,3,91,1,1991/03/01,1991/06/09
912863,893283,854810,3,91,2,1991/03/01,1991/06/09
912873,893283,854810,3,91,2,1991/03/01,1991/06/09
912882,893532,884545,2,91,1,1991/03/01,1991/06/09
912893,893283,880853,3,91,1,1991/03/01,1991/06/09
912903,893283,880853,3,91,2,1991/03/01,1991/06/09
912913,893283,880853,3,91,2,1991/03/01,1991/06/09
912933,894233,883511,3,91,2,1991/03/01,1991/06/09
912952,891162,881192,2,91,1,1991/03/01,1991/06/09
912962,893532,870832,2,91,2,1991/03/01,1991/06/09
912992,891145,895482,2,91,1,1991/03/01,1991/06/09
913002,891145,895482,2,91,2,1991/03/01,1991/06/09
913033,893283,874733,3,91,2,1991/03/01,1991/06/09
913043,890993,863303,3,91,2,1991/03/01,1991/06/09
913062,893532,875082,2,91,1,1991/03/01,1991/06/09
913072,891145,862242,2,91,2,1991/03/01,1991/06/09
913082,893532,884545,2,91,1,1991/03/01,1991/06/09
913103,893283,873135,3,91,1,1991/03/01,1991/06/09
913183,893433,861271,3,91,1,1991/03/01,1991/06/09
913232,892282,862062,2,91,2,1991/03/01,1991/06/09
913252,891145,850580,2,91,1,1991/03/01,1991/06/09
913273,890993,882205,3,91,2,1991/03/01,1991/06/09
913312,893532,892302,2,91,2,1991/03/01,1991/06/09
913352,891145,880161,2,91,1,1991/03/01,1991/06/09
913372,891162,882512,2,91,1,1991/03/01,1991/06/09
913382,891162,882512,2,91,2,1991/03/01,1991/06/09
913392,892282,874432,2,91,2,1991/03/01,1991/06/09
913422,891145,860751,2,91,2,1991/03/01,1991/06/09
913432,891145,891212,2,91,2,1991/03/01,1991/06/09
913442,892282,872592,2,91,1,1991/03/01,1991/06/09
913452,892282,864242,2,91,2,1991/03/01,1991/06/09
913462,891162,870552,2,91,1,1991/03/01,1991/06/09
913472,892282,870135,2,91,2,1991/03/01,1991/06/09
913482,891145,885172,2,91,1,1991/03/01,1991/06/09
913512,891145,893542,2,91,1,1991/03/01,1991/06/09
913522,892282,882552,2,91,1,1991/03/01,1991/06/09
913532,893532,863842,2,91,1,1991/03/01,1991/06/09
913622,893532,871332,2,91,2,1991/03/01,1991/06/09
913642,891162,851640,2,91,1,1991/03/01,1991/06/09
913652,891162,851640,2,91,2,1991/03/01,1991/06/09
913663,893283,872383,3,91,2,1991/03/01,1991/06/09
913692,893532,852320,2,91,2,1991/03/01,1991/06/09
913703,893283,893563,3,91,2,1991/03/01,1991/06/09
913713,894233,874873,3,91,1,1991/03/01,1991/06/09
913722,892282,850260,2,91,2,1991/03/01,1991/06/09
913773,890993,850120,3,91,1,1991/03/01,1991/06/09
913783,890993,850120,3,91,2,1991/03/01,1991/06/09
913822,891145,870422,2,91,1,1991/03/01,1991/06/09
913913,893433,861853,3,91,1,1991/03/01,1991/06/09
913932,891145,891472,2,91,1,1991/03/01,1991/06/09
914022,891162,892332,2,91,2,1991/03/01,1991/06/09
914053,894233,872483,3,91,2,1991/03/01,1991/06/09
914083,893433,852060,3,91,1,1991/03/01,1991/06/09
914093,893433,852060,3,91,1,1991/03/01,1991/06/09
914153,894233,893863,3,91,1,1991/03/01,1991/06/09
914172,893532,872891,2,91,2,1991/03/01,1991/06/09
914182,893532,872891,2,91,2,1991/03/01,1991/06/09
914193,893433,865111,3,91,1,1991/03/01,1991/06/09
914252,893532,850180,2,91,2,1991/03/01,1991/06/09
914262,893532,850180,2,91,2,1991/03/01,1991/06/09
914293,894233,883165,3,91,2,1991/03/01,1991/06/09
914303,890993,895353,3,91,2,1991/03/01,1991/06/09
914343,893283,882903,3,91,2,1991/03/01,1991/06/09
914382,891162,881572,2,91,1,1991/03/01,1991/06/09
914403,894233,851510,3,91,1,1991/03/01,1991/06/09
914442,891162,874452,2,91,2,1991/03/01,1991/06/09
914493,894233,873752,4,91,1,1991/03/01,1991/06/09
914523,893433,885053,3,91,1,1991/03/01,1991/06/09
914572,891145,873052,2,91,2,1991/03/01,1991/06/09
914583,893433,884503,3,91,2,1991/03/01,1991/06/09
914602,893532,860312,2,91,1,1991/03/01,1991/06/09
914622,891145,852310,2,91,2,1991/03/01,1991/06/09
914683,893283,873135,3,91,1,1991/03/01,1991/06/09
914733,890993,874253,3,91,1,1991/03/01,1991/06/09
914762,892282,871942,2,91,2,1991/03/01,1991/06/09
914803,893433,874443,3,91,1,1991/03/01,1991/06/09
914823,890993,861011,3,91,2,1991/03/01,1991/06/09
914832,892282,862772,2,91,2,1991/03/01,1991/06/09
914872,891162,890842,2,91,1,1991/03/01,1991/06/09
914882,892282,873672,2,91,1,1991/03/01,1991/06/09
914893,894233,871483,3,91,1,1991/03/01,1991/06/09
914903,890993,883795,3,91,1,1991/03/01,1991/06/09
914912,892282,873062,2,91,2,1991/03/01,1991/06/09
914923,890993,872495,3,91,1,1991/03/01,1991/06/09
914932,893532,881341,2,91,2,1991/03/01,1991/06/09
914942,892282,884535,2,91,2,1991/03/01,1991/06/09
914953,890993,851720,3,91,1,1991/03/01,1991/06/09
914993,893433,882701,3,91,2,1991/03/01,1991/06/09
915023,893433,852710,3,91,2,1991/03/01,1991/06/09
915033,894233,863593,3,91,2,1991/03/01,1991/06/09
915042,891162,873942,2,91,2,1991/03/01,1991/06/09
915052,891162,864302,2,91,1,1991/03/01,1991/06/09
915073,893283,852210,3,91,1,1991/03/01,1991/06/09
915113,893433,864851,3,91,1,1991/03/01,1991/06/09
915123,890993,860043,3,91,1,1991/03/01,1991/06/09
915132,891145,873752,2,91,1,1991/03/01,1991/06/09
915143,894233,874543,3,91,1,1991/03/01,1991/06/09
915163,893283,875403,3,91,2,1991/03/01,1991/06/09
918002,893532,880212,2,91,1,1991/03/01,1991/06/09
918012,893532,880212,2,91,1,1991/03/01,1991/06/09
918022,891145,892292,2,91,1,1991/03/01,1991/06/09
918032,892282,890502,2,91,1,1991/03/01,1991/06/09
918042,892282,893852,2,91,1,1991/03/01,1991/06/09
918053,894233,881823,3,91,2,1991/03/01,1991/06/09
918063,893433,860423,3,91,1,1991/03/01,1991/06/09
918073,890993,852553,3,91,2,1991/03/01,1991/06/09
918083,893283,894153,3,91,2,1991/03/01,1991/06/09
918093,890993,852550,3,91,1,1991/03/01,1991/06/09
918103,893283,870123,3,91,1,1991/03/01,1991/06/09
918113,894233,891733,3,91,1,1991/03/01,1991/06/09
920023,0,862963,3,92,1,1992/03/01,1992/06/09
920093,900063,892703,3,92,2,1992/03/01,1992/06/09
920182,900432,885172,2,92,2,1992/03/01,1992/06/09
920192,901512,880212,2,92,1,1992/03/01,1992/06/09
920202,901512,880212,2,92,2,1992/03/01,1992/06/09
920212,901512,875082,2,92,1,1992/03/01,1992/06/09
920252,903712,875062,2,92,2,1992/03/01,1992/06/09
920262,900432,863832,2,92,2,1992/03/01,1992/06/09
920273,902953,861705,3,92,1,1992/03/01,1992/06/09
920313,904373,874443,3,92,2,1992/03/01,1992/06/09
920322,903712,862772,2,92,2,1992/03/01,1992/06/09
920332,900432,871572,2,92,2,1992/03/01,1992/06/09
920342,900432,873762,2,92,1,1992/03/01,1992/06/09
920352,900432,873762,2,92,1,1992/03/01,1992/06/09
920362,901512,883242,2,92,1,1992/03/01,1992/06/09
920372,900432,881192,2,92,2,1992/03/01,1992/06/09
920382,900432,881192,2,92,2,1992/03/01,1992/06/09
920392,900432,893542,2,92,2,1992/03/01,1992/06/09
920402,903712,893542,2,92,2,1992/03/01,1992/06/09
920412,900432,873942,2,92,1,1992/03/01,1992/06/09
920422,900432,873942,2,92,2,1992/03/01,1992/06/09
920433,900063,900953,3,92,2,1992/03/01,1992/06/09
920483,902953,901893,3,92,2,1992/03/01,1992/06/09
920493,900063,873135,3,92,2,1992/03/01,1992/06/09
920503,904373,870573,3,92,2,1992/03/01,1992/06/09
920513,901213,874843,3,92,2,1992/03/01,1992/06/09
920523,901213,871921,3,92,2,1992/03/01,1992/06/09
920532,900432,884622,2,92,1,1992/03/01,1992/06/09
920542,901512,905042,2,92,1,1992/03/01,1992/06/09
920552,900432,892302,2,92,2,1992/03/01,1992/06/09
920562,904862,882161,2,92,1,1992/03/01,1992/06/09
920802,900432,863001,2,92,2,1992/03/01,1992/06/09
920812,900432,863001,2,92,2,1992/03/01,1992/06/09
920823,904373,862163,3,92,1,1992/03/01,1992/06/09
920982,900432,896062,2,92,1,1992/03/01,1992/06/09
920992,900432,896062,2,92,2,1992/03/01,1992/06/09
921002,903712,881272,2,92,1,1992/03/01,1992/06/09
921012,904862,872282,2,92,1,1992/03/01,1992/06/09
921022,900432,891212,2,92,1,1992/03/01,1992/06/09
921032,900432,891212,2,92,1,1992/03/01,1992/06/09
921042,904862,895632,2,92,2,1992/03/01,1992/06/09
921052,904862,895632,2,92,2,1992/03/01,1992/06/09
921062,903712,873052,2,92,1,1992/03/01,1992/06/09
921072,900432,900942,2,92,2,1992/03/01,1992/06/09
921082,904862,862152,2,92,1,1992/03/01,1992/06/09
921092,900432,890652,2,92,1,1992/03/01,1992/06/09
921102,900432,890652,2,92,1,1992/03/01,1992/06/09
921192,904862,903532,2,92,1,1992/03/01,1992/06/09
921202,904862,903532,2,92,2,1992/03/01,1992/06/09
921212,903712,894662,2,92,2,1992/03/01,1992/06/09
921222,904862,862515,2,92,2,1992/03/01,1992/06/09
921232,901512,900052,2,92,1,1992/03/01,1992/06/09
921242,904862,894832,2,92,2,1992/03/01,1992/06/09
921382,904862,893852,2,92,2,1992/03/01,1992/06/09
921393,901213,891843,3,92,2,1992/03/01,1992/06/09
921403,904373,872495,3,92,2,1992/03/01,1992/06/09
921413,900063,864563,3,92,1,1992/03/01,1992/06/09
921422,901512,860751,2,92,1,1992/03/01,1992/06/09
921432,901512,860751,2,92,2,1992/03/01,1992/06/09
921472,901512,884545,2,92,1,1992/03/01,1992/06/09
921482,903712,901992,2,92,1,1992/03/01,1992/06/09
921492,903712,890842,2,92,1,1992/03/01,1992/06/09
921502,903712,890842,2,92,2,1992/03/01,1992/06/09
921513,902953,873713,3,92,1,1992/03/01,1992/06/09
921523,902953,873713,3,92,2,1992/03/01,1992/06/09
921532,901512,881572,2,92,1,1992/03/01,1992/06/09
921542,901512,882512,2,92,1,1992/03/01,1992/06/09
921552,901512,882512,2,92,2,1992/03/01,1992/06/09
921562,901512,864682,2,92,1,1992/03/01,1992/06/09
921572,904862,871932,2,92,2,1992/03/01,1992/06/09
921582,903712,873952,2,92,2,1992/03/01,1992/06/09
921742,901512,870832,2,92,1,1992/03/01,1992/06/09
921752,903712,865445,2,92,1,1992/03/01,1992/06/09
921762,904862,872512,2,92,2,1992/03/01,1992/06/09
921772,904862,872512,2,92,2,1992/03/01,1992/06/09
921782,904862,900362,2,92,2,1992/03/01,1992/06/09
921792,900432,891482,2,92,1,1992/03/01,1992/06/09
921882,904862,862242,2,92,2,1992/03/01,1992/06/09
921892,901512,840516,2,92,1,1992/03/01,1992/06/09
921902,903712,850476,2,92,1,1992/03/01,1992/06/09
921912,903712,870822,2,92,2,1992/03/01,1992/06/09
921923,902953,884033,3,92,2,1992/03/01,1992/06/09
921933,900063,870123,3,92,2,1992/03/01,1992/06/09
921943,901213,874543,3,92,2,1992/03/01,1992/06/09
921953,900063,863163,3,92,2,1992/03/01,1992/06/09
921963,901213,872383,3,92,2,1992/03/01,1992/06/09
922012,903712,862062,2,92,1,1992/03/01,1992/06/09
922022,900432,884212,2,92,1,1992/03/01,1992/06/09
922032,903712,880972,2,92,1,1992/03/01,1992/06/09
922043,904373,874463,3,92,2,1992/03/01,1992/06/09
922053,902953,861853,3,92,2,1992/03/01,1992/06/09
922193,902953,860663,3,92,2,1992/03/01,1992/06/09
922203,901213,882903,3,92,1,1992/03/01,1992/06/09
922213,904373,903723,3,92,1,1992/03/01,1992/06/09
922222,904862,880531,2,92,1,1992/03/01,1992/06/09
922232,904862,880531,2,92,2,1992/03/01,1992/06/09
922242,903712,871082,2,92,1,1992/03/01,1992/06/09
922282,904862,904722,2,92,2,1992/03/01,1992/06/09
922292,904862,904722,2,92,2,1992/03/01,1992/06/09
922302,901512,864935,2,92,1,1992/03/01,1992/06/09
922312,901512,870552,2,92,1,1992/03/01,1992/06/09
922322,901512,902792,2,92,1,1992/03/01,1992/06/09
922332,904862,870422,2,92,1,1992/03/01,1992/06/09
922502,900432,880775,2,92,1,1992/03/01,1992/06/09
922512,903712,900412,2,92,1,1992/03/01,1992/06/09
922522,904862,890682,2,92,1,1992/03/01,1992/06/09
922553,900063,874253,3,92,1,1992/03/01,1992/06/09
922582,904862,870135,2,92,1,1992/03/01,1992/06/09
922592,904862,882362,2,92,1,1992/03/01,1992/06/09
922602,900432,872592,2,92,1,1992/03/01,1992/06/09
922612,900432,872592,2,92,2,1992/03/01,1992/06/09
922622,900432,882552,2,92,1,1992/03/01,1992/06/09
922632,900432,882552,2,92,2,1992/03/01,1992/06/09
922642,903712,901022,2,92,2,1992/03/01,1992/06/09
922652,900432,892332,2,92,1,1992/03/01,1992/06/09
922662,900432,861352,2,92,2,1992/03/01,1992/06/09
922763,900063,863613,3,92,2,1992/03/01,1992/06/09
922773,904373,861271,3,92,2,1992/03/01,1992/06/09
922783,900063,902783,3,92,1,1992/03/01,1992/06/09
922883,902953,880853,3,92,1,1992/03/01,1992/06/09
922893,902953,880853,3,92,2,1992/03/01,1992/06/09
922903,901213,863173,3,92,2,1992/03/01,1992/06/09
922912,903712,903962,2,92,1,1992/03/01,1992/06/09
922922,903712,860312,2,92,2,1992/03/01,1992/06/09
922962,901512,884091,2,92,1,1992/03/01,1992/06/09
922972,901512,884091,2,92,1,1992/03/01,1992/06/09
922982,900432,881341,2,92,2,1992/03/01,1992/06/09
922993,901213,883511,3,92,1,1992/03/01,1992/06/09
923003,901213,883511,3,92,1,1992/03/01,1992/06/09
923013,902953,883165,3,92,2,1992/03/01,1992/06/09
923122,901512,874372,2,92,1,1992/03/01,1992/06/09
923133,901213,894223,3,92,1,1992/03/01,1992/06/09
923143,900063,870815,3,92,1,1992/03/01,1992/06/09
923153,904373,884503,3,92,1,1992/03/01,1992/06/09
923163,901213,894683,3,92,1,1992/03/01,1992/06/09
923173,901213,894683,3,92,1,1992/03/01,1992/06/09
923183,901213,863143,3,92,1,1992/03/01,1992/06/09
923193,902953,894523,3,92,1,1992/03/01,1992/06/09
923203,901213,891733,3,92,2,1992/03/01,1992/06/09
923212,900432,892292,2,92,2,1992/03/01,1992/06/09
923222,900432,892292,2,92,2,1992/03/01,1992/06/09
923232,901512,871942,2,92,2,1992/03/01,1992/06/09
923242,900432,873752,2,92,1,1992/03/01,1992/06/09
923672,903712,890852,2,92,1,1992/03/01,1992/06/09
923682,903712,890852,2,92,2,1992/03/01,1992/06/09
923692,901512,895052,2,92,1,1992/03/01,1992/06/09
923702,904862,862801,2,92,2,1992/03/01,1992/06/09
923713,901213,882073,3,92,1,1992/03/01,1992/06/09
923723,901213,882073,3,92,1,1992/03/01,1992/06/09
923733,904373,860043,3,92,1,1992/03/01,1992/06/09
923853,900063,885053,3,92,2,1992/03/01,1992/06/09
923863,902953,882621,3,92,2,1992/03/01,1992/06/09
923873,904373,900863,3,92,1,1992/03/01,1992/06/09
923972,900432,894562,2,92,2,1992/03/01,1992/06/09
924012,901512,902092,2,92,1,1992/03/01,1992/06/09
924022,900432,875082,2,92,2,1992/03/01,1992/06/09
924032,903712,890932,2,92,1,1992/03/01,1992/06/09
924042,900432,901852,2,92,1,1992/03/01,1992/06/09
924052,904862,902522,2,92,1,1992/03/01,1992/06/09
924063,901213,863413,3,92,1,1992/03/01,1992/06/09
924073,901213,863413,3,92,2,1992/03/01,1992/06/09
924083,900063,875493,3,92,2,1992/03/01,1992/06/09
924093,901213,881233,3,92,1,1992/03/01,1992/06/09
924103,901213,881233,3,92,2,1992/03/01,1992/06/09
924113,902953,900263,3,92,1,1992/03/01,1992/06/09
924123,902953,860513,3,92,1,1992/03/01,1992/06/09
924133,902953,870163,3,92,1,1992/03/01,1992/06/09
924143,904373,900873,3,92,1,1992/03/01,1992/06/09
924153,900063,882205,3,92,1,1992/03/01,1992/06/09
924163,900063,882205,3,92,2,1992/03/01,1992/06/09
924303,901213,865111,3,92,1,1992/03/01,1992/06/09
924313,901213,865111,3,92,2,1992/03/01,1992/06/09
924323,902953,875403,3,92,2,1992/03/01,1992/06/09
924333,904373,872723,3,92,2,1992/03/01,1992/06/09
924343,901213,903383,3,92,1,1992/03/01,1992/06/09
924353,902953,902103,3,92,1,1992/03/01,1992/06/09
924423,904373,863853,3,92,1,1992/03/01,1992/06/09
924433,901213,904773,3,92,1,1992/03/01,1992/06/09
924443,900063,902033,3,92,2,1992/03/01,1992/06/09
924453,904373,863593,3,92,1,1992/03/01,1992/06/09
924463,900063,901953,3,92,1,1992/03/01,1992/06/09
924472,904862,895482,2,92,1,1992/03/01,1992/06/09
924482,904862,900102,2,92,1,1992/03/01,1992/06/09
924533,904373,864703,3,92,2,1992/03/01,1992/06/09
924543,900063,875363,3,92,1,1992/03/01,1992/06/09
924553,900063,871483,3,92,2,1992/03/01,1992/06/09
924562,903712,874552,2,92,1,1992/03/01,1992/06/09
924572,901512,874432,2,92,2,1992/03/01,1992/06/09
924582,903712,874552,2,92,1,1992/03/01,1992/06/09
924592,903712,860135,2,92,2,1992/03/01,1992/06/09
924702,900432,871332,2,92,1,1992/03/01,1992/06/09
924712,901512,904872,2,92,1,1992/03/01,1992/06/09
924752,904862,902632,2,92,1,1992/03/01,1992/06/09
924773,904373,873413,3,92,2,1992/03/01,1992/06/09
924782,903712,862192,2,92,1,1992/03/01,1992/06/09
924933,904373,883955,3,92,1,1992/03/01,1992/06/09
924953,904373,893863,3,92,1,1992/03/01,1992/06/09
924963,904373,893563,3,92,2,1992/03/01,1992/06/09
924983,901213,903363,3,92,2,1992/03/01,1992/06/09
925043,904373,883191,3,92,2,1992/03/01,1992/06/09
925052,901512,901222,2,92,2,1992/03/01,1992/06/09
925063,901213,864851,3,92,2,1992/03/01,1992/06/09
925073,904373,863303,3,92,1,1992/03/01,1992/06/09
925093,901213,895353,3,92,2,1992/03/01,1992/06/09
925103,901213,874873,3,92,2,1992/03/01,1992/06/09
925133,904373,874623,3,92,1,1992/03/01,1992/06/09
925143,904373,874623,3,92,2,1992/03/01,1992/06/09
925152,903712,893452,2,92,1,1992/03/01,1992/06/09
925172,903712,863132,2,92,2,1992/03/01,1992/06/09
925213,901213,883795,3,92,2,1992/03/01,1992/06/09
925223,904373,874103,3,92,2,1992/03/01,1992/06/09
928002,901512,873672,2,92,2,1992/03/01,1992/06/09
928012,900432,895682,2,92,1,1992/03/01,1992/06/09
928022,901512,874432,2,92,2,1992/03/01,1992/06/09
928032,901512,874372,2,92,2,1992/03/01,1992/06/09
928042,901512,860905,2,92,2,1992/03/01,1992/06/09
928052,903712,874552,2,92,1,1992/03/01,1992/06/09
928062,904862,893852,2,92,2,1992/03/01,1992/06/09
928072,901512,882742,2,92,1,1992/03/01,1992/06/09
928082,901512,884535,2,92,1,1992/03/01,1992/06/09
928092,903712,860135,2,92,2,1992/03/01,1992/06/09
928102,903712,875062,2,92,2,1992/03/01,1992/06/09
928113,904373,900873,3,92,1,1992/03/01,1992/06/09
928123,902953,894153,3,92,2,1992/03/01,1992/06/09
928133,904373,863853,3,92,1,1992/03/01,1992/06/09
928143,900063,875493,3,92,1,1992/03/01,1992/06/09
928153,904373,872441,3,92,1,1992/03/01,1992/06/09
928163,904373,861933,3,92,2,1992/03/01,1992/06/09
928173,901213,883795,3,92,1,1992/03/01,1992/06/09
928183,900063,900933,3,92,2,1992/03/01,1992/06/09
928193,904373,882701,3,92,2,1992/03/01,1992/06/09
928203,904373,882701,3,92,1,1992/03/01,1992/06/09
930012,910742,883242,2,93,1,6/16/1993,10/29/1993
930022,910922,911732,2,93,1,6/16/1993,10/29/1993
930032,910922,911742,2,93,2,6/16/1993,10/29/1993
930042,910922,911742,2,93,1,6/16/1993,10/29/1993
930052,910742,884632,2,93,2,6/16/1993,10/29/1993
930062,912752,890682,2,93,1,6/17/1993,10/29/1993
930072,910922,891212,2,93,2,6/17/1993,10/29/1993
930082,910742,901022,2,93,2,6/18/1993,10/29/1993
930092,910742,901022,2,93,1,6/18/1993,10/29/1993
930103,912823,872441,3,93,1,6/18/1993,10/29/1993
930112,911722,910232,2,93,1,6/19/1993,10/29/1993
930122,910922,912232,2,93,2,6/20/1993,10/29/1993
930133,912783,891733,3,93,1,6/20/1993,10/29/1993
930143,912783,891733,3,93,2,6/20/1993,10/29/1993
930153,912783,892703,3,93,1,6/20/1993,10/29/1993
930163,912783,892703,3,93,1,6/20/1993,10/29/1993
930173,912643,912773,3,93,2,6/20/1993,10/29/1993
930182,870311,863715,2,93,1,6/20/1993,10/29/1993
930192,910742,893852,2,93,2,6/21/1993,10/29/1993
930203,912823,884033,3,93,1,6/21/1993,10/29/1993
930212,910922,893542,2,93,2,6/21/1993,10/29/1993
930222,910922,893542,2,93,2,6/21/1993,10/29/1993
930232,912752,870135,2,93,2,6/21/1993,10/29/1993
930242,912752,870135,2,93,1,6/21/1993,10/29/1993
930252,912752,900362,2,93,2,6/21/1993,10/29/1993
930262,912752,871572,2,93,1,6/21/1993,10/29/1993
930272,912752,871572,2,93,1,6/21/1993,10/29/1993
930283,912783,903363,3,93,2,6/21/1993,10/29/1993
930293,912643,900213,3,93,2,6/21/1993,10/29/1993
930303,912643,900213,3,93,1,6/21/1993,10/29/1993
930312,910922,910772,2,93,2,6/21/1993,10/29/1993
930332,910922,913432,2,93,2,6/21/1993,10/29/1993
930342,910922,913432,2,93,2,6/21/1993,10/29/1993
930352,911722,881192,2,93,2,6/22/1993,10/29/1993
930362,911722,881192,2,93,2,6/22/1993,10/29/1993
930372,910742,895632,2,93,1,6/22/1993,10/29/1993
930382,910742,884622,2,93,2,6/22/1993,10/29/1993
930392,910742,884622,2,93,1,6/22/1993,10/29/1993
930402,910742,900412,2,93,2,6/22/1993,10/29/1993
930412,910742,875052,2,93,2,6/22/1993,10/29/1993
930423,913913,882205,3,93,1,6/22/1993,10/29/1993
930433,913913,882205,3,93,1,6/22/1993,10/29/1993
930442,911722,882552,2,93,2,6/23/1993,10/29/1993
930452,911722,882552,2,93,2,6/23/1993,10/29/1993
930462,870311,910992,2,93,1,6/24/1993,10/29/1993
930472,911722,884545,2,93,2,6/24/1993,10/29/1993
930482,911722,884545,2,93,2,6/24/1993,10/29/1993
930493,912643,912223,3,93,2,6/24/1993,10/29/1993
930502,912752,873942,2,93,1,6/24/1993,10/29/1993
930512,912752,873952,2,93,2,6/24/1993,10/29/1993
930522,910922,913622,2,93,2,6/24/1993,10/29/1993
930532,911722,885172,2,93,1,6/24/1993,10/29/1993
930542,911722,885172,2,93,2,6/24/1993,10/29/1993
930553,912823,914993,3,93,1,6/24/1993,10/29/1993
930562,911722,903452,2,93,2,6/24/1993,10/29/1993
930572,911722,903452,2,93,2,6/24/1993,10/29/1993
930582,912752,873052,2,93,1,6/25/1993,10/29/1993
930592,911722,872282,2,93,1,6/25/1993,10/29/1993
930603,912823,891843,3,93,2,6/25/1993,10/29/1993
930613,912823,912933,3,93,1,6/25/1993,10/29/1993
930623,913913,900953,3,93,2,6/25/1993,10/29/1993
930633,912783,913273,3,93,2,6/25/1993,10/29/1993
930642,912752,910272,2,93,2,6/25/1993,10/29/1993
930652,911722,892302,2,93,2,6/25/1993,10/29/1993
930662,911722,892302,2,93,2,6/25/1993,10/29/1993
930672,912752,881341,2,93,1,6/25/1993,10/29/1993
930683,912823,873135,3,93,2,6/25/1993,10/29/1993
930693,912823,873135,3,93,1,6/25/1993,10/29/1993
930703,912783,874463,3,93,2,6/26/1993,10/29/1993
930712,912752,881572,2,93,2,6/26/1993,10/29/1993
930723,912823,900863,3,93,1,6/26/1993,10/29/1993
930733,912823,900863,3,93,2,6/26/1993,10/29/1993
930743,912823,904773,3,93,1,6/27/1993,10/29/1993
930753,912823,904773,3,93,1,6/27/1993,10/29/1993
930763,912643,874443,3,93,2,6/27/1993,10/29/1993
930772,910922,910762,2,93,2,6/27/1993,10/29/1993
930782,910922,914942,2,93,1,6/27/1993,10/29/1993
930792,910922,913002,2,93,1,6/27/1993,10/29/1993
930803,912783,870815,3,93,1,6/27/1993,10/29/1993
930813,912783,870815,3,93,2,6/27/1993,10/29/1993
930822,911722,870422,2,93,2,6/27/1993,10/29/1993
930832,911722,870422,2,93,1,6/27/1993,10/29/1993
930842,911722,891472,2,93,2,6/27/1993,10/29/1993
930852,911722,891472,2,93,2,6/27/1993,10/29/1993
930863,913913,875493,3,93,2,6/27/1993,10/29/1993
930873,912643,874873,3,93,2,6/27/1993,10/29/1993
930883,912643,874873,3,93,1,6/27/1993,10/29/1993
930893,913913,895353,3,93,2,6/27/1993,10/29/1993
930902,912752,895052,2,93,2,6/27/1993,10/29/1993
930912,911722,900052,2,93,1,6/27/1993,10/29/1993
930922,910742,891482,2,93,1,6/28/1993,10/29/1993
930932,912752,882362,2,93,2,6/28/1993,10/29/1993
930942,912752,900072,2,93,2,6/28/1993,10/29/1993
930952,882015,910094,2,93,1,6/28/1993,10/29/1993
930963,912643,903383,3,93,2,6/28/1993,10/29/1993
930972,882015,912265,2,93,1,6/28/1993,10/29/1993
930982,882015,912265,2,93,1,6/28/1993,10/29/1993
930993,912643,875403,3,93,2,6/28/1993,10/29/1993
931003,912643,875403,3,93,2,6/28/1993,10/29/1993
